k,cbf_beta,test_loss,cbf_gamma,test_pred_dist,epochs,seq_len,test_f1,trial_id,test_loss_avg,num_lstm_layers,lstm_dim,mlp_dim,fine_tune_lr_ratio,fc_dim,test_mcc,test_cum_ret,test_acc,num_heads,num_encoders,fc_dropout,mlp_dropout,d_model,lr,batch_size,time_idx,criterion,pretrained_t2v,ignore_cols,scheduler,symbol,optimizer
64,0.99,0.779485821723938,1.0,"[0.213, 0.567, 0.22]",140,30,0.26859432044678627,15,0.779485821723938,2,256,2048,0.1,1024,-0.022172125012646173,-0.010000000000000009,0.23622047244094488,8,3,0.1,0.3,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.4809653162956238,1.0,"[0.213, 0.661, 0.126]",140,20,0.24011406468928226,16,0.7404826581478119,2,256,2048,0.1,1024,-0.03417187062066193,-0.06000000000000005,0.20473710317460317,4,2,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7602915167808533,1.0,"[0.197, 0.669, 0.134]",140,20,0.20774061092795726,17,0.7602915167808533,2,256,2048,0.1,1024,-0.06993100805010667,-0.14,0.18110236220472442,4,2,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.4927104115486145,1.0,"[0.402, 0.315, 0.283]",140,30,0.35898964900008445,18,0.7463552057743073,2,256,2048,0.1,1024,-0.018146277219813885,0.06000000000000005,0.33891369047619047,4,2,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.6953198313713074,1.0,"[0.441, 0.315, 0.244]",140,30,0.36658134854731245,19,0.6953198313713074,2,256,2048,0.1,1024,-0.029065416129403835,0.08000000000000007,0.33858267716535434,4,2,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.5771124362945557,1.0,"[0.102, 0.724, 0.173]",140,20,0.21684348170711287,20,0.7885562181472778,2,256,2048,0.1,1024,0.019099081034998203,-0.09999999999999998,0.19692460317460317,8,2,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.771835446357727,1.0,"[0.134, 0.693, 0.173]",140,20,0.2231564532694283,21,0.771835446357727,2,256,2048,0.1,1024,-0.00850650091755867,0.0,0.1968503937007874,8,2,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.563245952129364,1.0,"[0.268, 0.433, 0.299]",140,30,0.3365156616178026,22,0.781622976064682,2,256,2048,0.1,1024,0.019888372664366577,0.1299999999999999,0.3074156746031746,8,2,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7427006363868713,1.0,"[0.346, 0.354, 0.299]",140,30,0.35839517738301285,23,0.7427006363868713,2,256,2048,0.1,1024,0.0016150410829887617,0.010000000000000009,0.33070866141732286,8,2,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.5005285143852234,1.0,"[0.181, 0.693, 0.126]",140,20,0.25832693990174305,24,0.7502642571926117,2,256,2048,0.1,1024,0.0068345520261829445,0.030000000000000027,0.2123015873015873,4,3,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7480144500732422,1.0,"[0.134, 0.732, 0.134]",140,20,0.1933070866141732,25,0.7480144500732422,2,256,2048,0.1,1024,-0.03485252808713939,0.08000000000000007,0.1732283464566929,4,3,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.6304877996444702,1.0,"[0.173, 0.551, 0.276]",140,30,0.27107952969293475,26,0.8152438998222351,2,256,2048,0.1,1024,-0.004713854752979915,0.010000000000000009,0.2439236111111111,4,3,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7389888167381287,1.0,"[0.252, 0.693, 0.055]",140,30,0.22646835812190144,27,0.7389888167381287,2,256,2048,0.1,1024,-0.0006112148640570047,0.040000000000000036,0.2204724409448819,4,3,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.5701491832733154,1.0,"[0.134, 0.74, 0.126]",140,20,0.21073780871730657,28,0.7850745916366577,2,256,2048,0.1,1024,0.0015269882786264268,0.020000000000000018,0.18874007936507936,8,3,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.806546151638031,1.0,"[0.15, 0.756, 0.094]",140,20,0.21235656472222098,29,0.806546151638031,2,256,2048,0.1,1024,0.005223249051415906,0.10000000000000009,0.1889763779527559,8,3,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.5658401846885681,1.0,"[0.197, 0.559, 0.244]",140,30,0.26140528586278056,30,0.7829200923442841,2,256,2048,0.1,1024,-0.0349584429819385,0.050000000000000044,0.22817460317460317,8,3,0.1,0.4,64,1.0000000000000002e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7559321522712708,1.0,"[0.228, 0.583, 0.189]",140,30,0.2615651774943235,31,0.7559321522712708,2,256,2048,0.1,1024,-0.03317415515379124,-0.040000000000000036,0.2283464566929134,8,3,0.1,0.4,64,1.0000000000000002e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.5315676927566528,1.0,"[0.252, 0.638, 0.11]",140,20,0.29191603825830603,32,0.7657838463783264,2,256,2048,0.1,1024,0.02951688206339975,-0.020000000000000018,0.2517361111111111,4,2,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8797957301139832,1.0,"[0.157, 0.724, 0.118]",140,20,0.23219198885950218,33,0.8797957301139832,2,256,2048,0.1,1024,0.016569419967022,-0.09999999999999998,0.2047244094488189,4,2,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.462627649307251,1.0,"[0.283, 0.378, 0.339]",140,30,0.33267380039033584,34,0.7313138246536255,2,256,2048,0.1,1024,-0.009305596031044647,-0.030000000000000027,0.30654761904761907,4,2,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7248967885971069,1.0,"[0.102, 0.488, 0.409]",140,30,0.2774533063246974,35,0.7248967885971069,2,256,2048,0.1,1024,0.0675567231453154,0.010000000000000009,0.29133858267716534,4,2,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.6231691241264343,1.0,"[0.228, 0.669, 0.102]",140,20,0.2551992856563033,36,0.8115845620632172,2,256,2048,0.1,1024,0.009412032545526045,0.020000000000000018,0.22780257936507936,8,2,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7031769156455994,1.0,"[0.346, 0.583, 0.071]",140,20,0.28524341434064926,37,0.7031769156455994,2,256,2048,0.1,1024,0.030257842466193542,-0.19999999999999996,0.28346456692913385,8,2,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.513585388660431,1.0,"[0.323, 0.244, 0.433]",140,30,0.37371020774664115,38,0.7567926943302155,2,256,2048,0.1,1024,0.009913028863324543,-0.010000000000000009,0.3618551587301587,8,2,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7639983296394348,1.0,"[0.307, 0.354, 0.339]",140,30,0.3565462949694003,39,0.7639983296394348,2,256,2048,0.1,1024,0.012208057583545599,0.16999999999999993,0.33070866141732286,8,2,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.867929458618164,1.0,"[0.142, 0.74, 0.118]",140,20,0.1860198744530881,40,0.933964729309082,2,256,2048,0.1,1024,-0.03347641645536669,-0.27,0.1728670634920635,4,3,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7250284552574158,1.0,"[0.22, 0.685, 0.094]",140,20,0.2839913211927092,41,0.7250284552574158,2,256,2048,0.1,1024,0.08124424136310013,-0.050000000000000044,0.25984251968503935,4,3,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.50910484790802,1.0,"[0.173, 0.48, 0.346]",140,30,0.3110728651015567,42,0.75455242395401,2,256,2048,0.1,1024,0.042150989439504724,0.06000000000000005,0.29067460317460314,4,3,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7952297925949097,1.0,"[0.039, 0.685, 0.276]",140,30,0.18755621862609032,43,0.7952297925949097,2,256,2048,0.1,1024,0.03337689656372867,0.07000000000000006,0.2047244094488189,4,3,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,2.024682402610779,1.0,"[0.181, 0.74, 0.079]",140,20,0.24637201840870648,44,1.0123412013053894,2,256,2048,0.1,1024,0.034188949870210705,0.1299999999999999,0.2130456349206349,8,3,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.8303189277648926,1.0,"[0.228, 0.74, 0.031]",140,20,0.19615591290559142,45,0.8303189277648926,2,256,2048,0.1,1024,-0.014723546085391429,-0.050000000000000044,0.1968503937007874,8,3,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,1.7106684446334839,1.0,"[0.22, 0.622, 0.157]",140,30,0.3522583500254202,46,0.8553342223167419,2,256,2048,0.1,1024,0.13008127134606856,0.1399999999999999,0.30629960317460314,8,3,0.1,0.3,64,5e-06,64,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
64,0.99,0.7972633838653564,1.0,"[0.157, 0.567, 0.276]",140,30,0.27372493072512283,47,0.7972633838653564,2,256,2048,0.1,1024,0.0073627991041844195,0.08000000000000007,0.2440944881889764,8,3,0.1,0.3,64,5e-06,128,"[6, 7, 8]",{'name': 'cb_focal'},/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},cycc,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
