mlp_dropout,k,cbf_beta,test_loss,cbf_gamma,test_pred_dist,epochs,seq_len,test_f1,batch_size,trial_id,lr,test_loss_avg,num_lstm_layers,lstm_dim,mlp_dim,fine_tune_lr_ratio,fc_dim,test_mcc,test_cum_ret,num_heads,criterion,num_encoders,time_idx,fc_dropout,d_model,pretrained_t2v,ignore_cols,scheduler,symbol,test_acc,optimizer
0.3,64,0.99,1.76465505361557,1.0,"[0.402, 0.102, 0.496]",140,20,0.4376583361862376,64,32,5e-06,0.882327526807785,2,256,2048,0.1,1024,0.03247816557365894,0.10000000000000009,4,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.43266369047619047,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7243549227714539,1.0,"[0.48, 0.071, 0.449]",140,20,0.35293158997327173,128,33,5e-06,0.7243549227714539,2,256,2048,0.1,1024,-0.13693882098456842,-0.17000000000000004,4,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3543307086614173,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.7269611954689026,1.0,"[0.268, 0.063, 0.669]",140,30,0.36611064909899815,64,34,5e-06,0.8634805977344513,2,256,2048,0.1,1024,-0.05480555650189391,-0.17000000000000004,4,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.38578869047619047,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.786735475063324,1.0,"[0.394, 0.039, 0.567]",140,30,0.3838883467240619,128,35,5e-06,0.786735475063324,2,256,2048,0.1,1024,-0.07370653509713998,-0.10999999999999999,4,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3937007874015748,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.458479404449463,1.0,"[0.48, 0.079, 0.441]",140,20,0.33901895596383785,64,36,5e-06,0.7292397022247314,2,256,2048,0.1,1024,-0.15941271056660064,-0.51,8,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.33854166666666663,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7355570197105408,1.0,"[0.37, 0.071, 0.559]",140,20,0.36620142324002514,128,37,5e-06,0.7355570197105408,2,256,2048,0.1,1024,-0.09221540081178427,-0.31000000000000005,8,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3700787401574803,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.5638818740844727,1.0,"[0.346, 0.063, 0.591]",140,30,0.39518419777580294,64,38,5e-06,0.7819409370422363,2,256,2048,0.1,1024,-0.036953320744964095,-0.15000000000000002,8,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.4017857142857143,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.8013517260551453,1.0,"[0.346, 0.071, 0.583]",140,30,0.38078573511644376,128,39,5e-06,0.8013517260551453,2,256,2048,0.1,1024,-0.06055566638414555,0.030000000000000027,8,{'name': 'cb_focal'},2,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3858267716535433,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.4554479718208313,1.0,"[0.496, 0.063, 0.441]",140,20,0.3897281868637811,64,40,5e-06,0.7277239859104156,2,256,2048,0.1,1024,-0.07508405419835568,0.1299999999999999,4,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3937251984126984,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.6953130960464478,1.0,"[0.378, 0.055, 0.567]",140,20,0.40088537319931783,128,41,5e-06,0.6953130960464478,2,256,2048,0.1,1024,-0.03249137220638547,0.17999999999999994,4,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.4094488188976378,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.6209182739257812,1.0,"[0.457, 0.071, 0.472]",140,30,0.39311991738737573,64,42,5e-06,0.8104591369628906,2,256,2048,0.1,1024,-0.06352649792535972,-0.38,4,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.39347718253968256,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7334738969802856,1.0,"[0.315, 0.016, 0.669]",140,30,0.4127204481247817,128,43,5e-06,0.7334738969802856,2,256,2048,0.1,1024,0.013416789306414462,0.07000000000000006,4,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.4409448818897638,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.4545835852622986,1.0,"[0.504, 0.055, 0.441]",140,20,0.3414989792942549,64,44,5e-06,0.7272917926311493,2,256,2048,0.1,1024,-0.16585042473025144,-0.44999999999999996,8,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3462301587301587,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.6927006244659424,1.0,"[0.394, 0.102, 0.504]",140,20,0.3586511758625453,128,45,5e-06,0.6927006244659424,2,256,2048,0.1,1024,-0.10295431050929361,-0.17000000000000004,8,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3543307086614173,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.6641525626182556,1.0,"[0.331, 0.008, 0.661]",140,30,0.34227935714472985,64,46,5e-06,0.8320762813091278,2,256,2048,0.1,1024,-0.13385062871305567,-0.30000000000000004,8,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3699156746031746,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.734337329864502,1.0,"[0.48, 0.063, 0.457]",140,30,0.32130565497494634,128,47,5e-06,0.734337329864502,2,256,2048,0.1,1024,-0.19805822800787878,-0.4,8,{'name': 'cb_focal'},3,"[6, 7, 8]",0.1,64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},bivi,0.3228346456692913,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
