mlp_dropout,k,cbf_beta,test_loss,cbf_gamma,test_pred_dist,epochs,seq_len,test_f1,batch_size,trial_id,lr,test_loss_avg,num_lstm_layers,lstm_dim,mlp_dim,fine_tune_lr_ratio,fc_dim,test_mcc,test_cum_ret,test_acc,num_heads,num_encoders,fc_dropout,time_idx,criterion,d_model,pretrained_t2v,ignore_cols,scheduler,symbol,optimizer
0.3,64,0.99,1.3414884805679321,1.0,"[0.874, 0.039, 0.087]",140,30,0.3764503574984161,64,10,1.0000000000000002e-06,0.6707442402839661,2,256,2048,0.1,1024,0.023693613069696497,0.52,0.48053075396825395,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.6725978255271912,1.0,"[0.937, 0.047, 0.016]",140,30,0.3476562036080331,128,11,1.0000000000000002e-06,0.6725978255271912,2,256,2048,0.1,1024,0.04408295670915354,0.56,0.4881889763779528,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.3572288155555725,1.0,"[0.874, 0.031, 0.094]",140,20,0.3882570783796175,64,12,1.0000000000000002e-06,0.6786144077777863,2,256,2048,0.1,1024,0.03950853557496548,0.51,0.48821924603174605,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.6875529289245605,1.0,"[0.827, 0.079, 0.094]",140,20,0.40070349812830774,128,13,1.0000000000000002e-06,0.6875529289245605,2,256,2048,0.1,1024,0.057881598099693045,0.72,0.48031496062992124,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.3606281280517578,1.0,"[0.858, 0.071, 0.071]",140,30,0.3363221337509235,64,14,1.0000000000000002e-06,0.6803140640258789,2,256,2048,0.1,1024,-0.032684617920809435,0.44999999999999996,0.44915674603174605,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.6752569079399109,1.0,"[0.843, 0.11, 0.047]",140,30,0.3513515632600138,128,15,1.0000000000000002e-06,0.6752569079399109,2,256,2048,0.1,1024,-0.000921364101889185,0.6599999999999999,0.44881889763779526,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.4569509625434875,1.0,"[0.827, 0.102, 0.071]",140,20,0.385419494976921,64,16,1.0000000000000002e-06,0.7284754812717438,2,256,2048,0.1,1024,0.035573607270895376,0.5700000000000001,0.4645337301587301,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.7014329433441162,1.0,"[0.906, 0.039, 0.055]",140,20,0.37018933026630096,128,17,1.0000000000000002e-06,0.7014329433441162,2,256,2048,0.1,1024,0.040621098505776006,0.52,0.4881889763779528,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.4048576354980469,1.0,"[0.976, 0.0, 0.024]",140,30,0.3787641261008561,64,18,1.0000000000000002e-06,0.7024288177490234,2,256,2048,0.1,1024,0.15882407176221153,0.6100000000000001,0.519593253968254,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.6858521699905396,1.0,"[0.969, 0.0, 0.031]",140,30,0.3743871638686674,128,19,1.0000000000000002e-06,0.6858521699905396,2,256,2048,0.1,1024,0.10121073315291704,0.5700000000000001,0.5118110236220472,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.4175751209259033,1.0,"[0.898, 0.047, 0.055]",140,20,0.36644201254504205,64,20,1.0000000000000002e-06,0.7087875604629517,2,256,2048,0.1,1024,0.02448662194326639,0.52,0.4802827380952381,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.7085690498352051,1.0,"[0.843, 0.087, 0.071]",140,20,0.3741994218268356,128,21,1.0000000000000002e-06,0.7085690498352051,2,256,2048,0.1,1024,0.02234463358619332,0.54,0.4645669291338583,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.428799569606781,1.0,"[0.976, 0.0, 0.024]",140,30,0.3787641261008561,64,22,1.0000000000000002e-06,0.7143997848033905,2,256,2048,0.1,1024,0.15882407176221153,0.6100000000000001,0.519593253968254,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.6786538362503052,1.0,"[0.969, 0.0, 0.031]",140,30,0.3743871638686674,128,23,1.0000000000000002e-06,0.6786538362503052,2,256,2048,0.1,1024,0.10121073315291704,0.5700000000000001,0.5118110236220472,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.4374294877052307,1.0,"[0.756, 0.165, 0.079]",140,20,0.3777055650263097,64,24,1.0000000000000002e-06,0.7187147438526154,2,256,2048,0.1,1024,0.01693551757370949,0.6599999999999999,0.4334077380952381,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.6958187222480774,1.0,"[0.811, 0.11, 0.079]",140,20,0.3631019473597044,128,25,1.0000000000000002e-06,0.6958187222480774,2,256,2048,0.1,1024,-0.010910673687445905,0.6399999999999999,0.4409448818897638,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.3263241052627563,1.0,"[0.866, 0.047, 0.087]",140,30,0.3840638417307663,64,26,1.0000000000000002e-06,0.6631620526313782,2,256,2048,0.1,1024,0.05184481220307329,0.52,0.48834325396825395,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.661487340927124,1.0,"[0.906, 0.063, 0.031]",140,30,0.3635434907079269,128,27,1.0000000000000002e-06,0.661487340927124,2,256,2048,0.1,1024,0.060321817386558584,0.5800000000000001,0.4881889763779528,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.3776903748512268,1.0,"[0.74, 0.126, 0.134]",140,20,0.3968589045072319,64,28,1.0000000000000002e-06,0.6888451874256134,2,256,2048,0.1,1024,0.014586824270893353,0.44999999999999996,0.4409722222222222,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.6736234426498413,1.0,"[0.866, 0.063, 0.071]",140,20,0.3801029256433638,128,29,1.0000000000000002e-06,0.6736234426498413,2,256,2048,0.1,1024,0.0420690573594834,0.6699999999999999,0.48031496062992124,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,1.3452803492546082,1.0,"[0.945, 0.024, 0.031]",140,30,0.3398467087685799,64,30,1.0000000000000002e-06,0.6726401746273041,2,256,2048,0.1,1024,-0.013397426737077224,0.51,0.48053075396825395,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.4,64,0.99,0.6642501950263977,1.0,"[0.85, 0.079, 0.071]",140,30,0.3590179630450005,128,31,1.0000000000000002e-06,0.6642501950263977,2,256,2048,0.1,1024,-0.004537699090408229,0.6599999999999999,0.4566929133858268,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.5076764225959778,1.0,"[0.756, 0.126, 0.118]",140,20,0.4142632966869707,64,32,5e-06,0.7538382112979889,2,256,2048,0.1,1024,0.04380094983317912,0.76,0.45634920634920634,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7133909463882446,1.0,"[0.827, 0.055, 0.118]",140,20,0.41403453829634934,128,33,5e-06,0.7133909463882446,2,256,2048,0.1,1024,0.06174515480286146,0.56,0.4881889763779528,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.5716904997825623,1.0,"[1.0, 0.0, 0.0]",140,30,0.3289680895151264,64,34,5e-06,0.7858452498912811,2,256,2048,0.1,1024,0.0,0.3500000000000001,0.49615575396825395,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.775712788105011,1.0,"[0.984, 0.0, 0.016]",140,30,0.3627286733088277,128,35,5e-06,0.775712788105011,2,256,2048,0.1,1024,0.12915955271151802,0.3899999999999999,0.5118110236220472,4,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.5998001098632812,1.0,"[0.803, 0.118, 0.079]",140,20,0.3801705834536477,64,36,5e-06,0.7999000549316406,2,256,2048,0.1,1024,-0.021741532080044618,0.5800000000000001,0.4332837301587301,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7947866916656494,1.0,"[0.787, 0.126, 0.087]",140,20,0.37472424842600194,128,37,5e-06,0.7947866916656494,2,256,2048,0.1,1024,0.004456223118578792,0.5800000000000001,0.4409448818897638,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.5004855394363403,1.0,"[0.811, 0.039, 0.15]",140,30,0.3902213764739365,64,38,5e-06,0.7502427697181702,2,256,2048,0.1,1024,-0.00028586730651641455,0.44999999999999996,0.46478174603174605,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7451651096343994,1.0,"[0.866, 0.0, 0.134]",140,30,0.37983126518013416,128,39,5e-06,0.7451651096343994,2,256,2048,0.1,1024,-0.023947636785647975,0.4099999999999999,0.47244094488188976,8,2,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.4359005689620972,1.0,"[0.913, 0.039, 0.047]",140,20,0.3916213114295197,64,40,5e-06,0.7179502844810486,2,256,2048,0.1,1024,0.0649263292974792,0.6599999999999999,0.4956597222222222,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7222203016281128,1.0,"[0.835, 0.094, 0.071]",140,20,0.3894030946600967,128,41,5e-06,0.7222203016281128,2,256,2048,0.1,1024,0.048117386982682316,0.6200000000000001,0.47244094488188976,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.482876718044281,1.0,"[0.835, 0.0, 0.165]",140,30,0.43898802590504593,64,42,5e-06,0.7414383590221405,2,256,2048,0.1,1024,0.10360688610117824,0.6699999999999999,0.519469246031746,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7517459988594055,1.0,"[0.976, 0.008, 0.016]",140,30,0.34407062753519446,128,43,5e-06,0.7517459988594055,2,256,2048,0.1,1024,0.028459365910782804,0.54,0.49606299212598426,4,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.5250759720802307,1.0,"[0.685, 0.205, 0.11]",140,20,0.36366173740477564,64,44,5e-06,0.7625379860401154,2,256,2048,0.1,1024,-0.02417831794908303,0.5,0.3933531746031746,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7174386382102966,1.0,"[0.819, 0.063, 0.118]",140,20,0.4172638974020463,128,45,5e-06,0.7174386382102966,2,256,2048,0.1,1024,0.06747680199728003,0.72,0.4881889763779528,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,1.4464182257652283,1.0,"[0.874, 0.039, 0.087]",140,30,0.409331161191058,64,46,5e-06,0.7232091128826141,2,256,2048,0.1,1024,0.06668059678186014,0.47,0.49615575396825395,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
0.3,64,0.99,0.7073819637298584,1.0,"[0.953, 0.0, 0.047]",140,30,0.39042357847561543,128,47,5e-06,0.7073819637298584,2,256,2048,0.1,1024,0.12497756847448867,0.5900000000000001,0.5196850393700787,8,3,0.1,"[6, 7, 8]",{'name': 'cb_focal'},64,/home/sfwatanabe/git-projects/project-proposal/data/t2v_weights/t2v_n64_mlp1024_lr6.310e-05.pth,[0],{'name': 'plateau'},vtak,"{'name': 'adam', 'config': {'eps': 1e-08, 'weight_decay': 0.001, 'betas': (0.9, 0.99)}}"
